username,rating,comment,time,product,sentiment
giutn5bwet,5,"kualitas suarabagus
warnagak sesuai pesan yg warnh putih tapi datng hitam tapi its oky
kualitasbagus",2024-12-18 10:18:57,tws,positive
derialamsyah1296,5,"fitur terbaikoke
sepadan dengan hargaoke

sayang pesan warna biru yg di kirim warna pink",2023-11-27 20:01:07,tws,positive
aryaanggrum,3,"kualitas suarabagus ngebas
warnahitam
kualitaskurang memuaskan maaf ya soalnya ini kabelnya buat ngecasnya bru 4 hari udh rusak padahal dismpennya bner",2025-01-10 03:07:19,tws,neutral
s*****6,5,"fitur terbaiksuara
sepadan dengan hargaheadset

barang oke harga pas packing rapih mantabb mantab mantab",2023-12-25 08:27:30,tws,positive
hhvvnn95,5,"kualitas suaralumayan
warnahitam sesuai
kualitascukup baik

ya ada harga ada rupa cuma kuat 1 jam setelah di cass",2024-11-19 04:02:20,tws,positive
faritz.azmy,1,"kualitas suarajernih
warnasesuai
kualitasjelek baru seminggu udah rusak

ga okeisuara okehwarna okehketahanan dan kualitas ampun jelekk",2024-12-07 04:39:08,tws,negative
wahyutumoko155,1,kualitas sangat buruk barang tidak berfungsi sama sekali,2024-11-18 09:13:44,tws,negative
301.295,4,sepadan dengan hargabagus,2023-12-27 11:36:44,tws,positive
a*****3,4,"sepadan dengan hargamaybe

ternyata make nya agak ribet

kukira pengaturan nya di kotak earphones nya ternyata di earphones nya sendiri disitu ada kayak pendeteksi jari untuk ngatur onoff suara gedeinkecilin dll tapi agak ribet ya karna earphones itu kecil bgt jadi kadang2 klo kesenggol rambut ato engga ketumpuhan nanti bisa mati sendiri overall audio nya lumayan agak kedengeran dari luar

bentuk nya ya realpic",2023-10-28 07:29:13,tws,positive
dedi_cahya97,5,istimiwirrr suara jernih buat telvon baguss dan bass nyaa meledakkkkkk terimakasih,2024-09-06 08:25:53,tws,positive
8dq5664hyb,3,"kualitas suarabagus lancar
kualitaskurang bagus baru di cas di pake bntar udh mati aja di cas lagi eh malah gabisa nyala",2024-11-23 08:12:03,tws,neutral
aldaffianezarirawan,5,"kualitas suaraok
warnatidak sesuai
kualitasoke

pengiriman 5hari an baru sampai dengan tujuan jawa timurpacking amanpesan warna putih yg dateng hitam tp nyala koksemoga awet",2024-12-18 11:02:14,tws,positive
pranandarizki,5,warnaputih,2024-08-30 15:00:26,tws,positive
n0t03v3zl1,4,"kualitas suarabagus
warnahitam
kualitassuara mantab hanya saja baterainya cepat habis dan jarak bluetooth hanya kisaran 3m sesuai harga",2024-07-08 07:35:43,tws,positive
aminah0919,5,lumayan sesuai harga kabel datanya lama buat ngecas,2024-11-03 13:14:07,tws,positive
lynn_sulistyowati,5,"sepadan dengan hargasepadan

bagus dengan harga segitu beli buat ibuk ibuk suka",2023-12-12 04:56:01,tws,positive
wj0l_cmtee,1,"kualitas suarayang sebelah kanan mati
warnawarna oke
kualitastidak memenuhi kualifikasi yanv sebelh kanan mati ngk ada suara",2024-12-26 12:17:13,tws,negative
rikiandestaandesta,2,"kualitas suarabeli 2 1 nggak hidup
warnapas
kualitastidak bisa digunakan

untuk toko disarankan sebelum dikirim ke pembeli barangnya dicek dulu apakah bisa digunakan apa tidak
terimakasih",2024-12-04 09:48:38,tws,negative
mariayolanda0807,4,"kualitas suarabagus
warnapesan hijau yang datang kuning
kualitassuara delay per sekian detik",2024-08-08 13:20:21,tws,positive
ouw0fqmzu5,3,warnatidak sesuai pesan warna putih yg datang hitam,2024-12-16 09:09:14,tws,neutral
p*****1,5,"kualitas suarabagus
warnaas expected
kualitasgood

first time beli dan pakai tws so far so good 
kadang habis baterainya gak barengan tapi its ok",2024-11-12 13:23:33,tws,positive
rasyidalaziz523,1,"kualitas suaraok
warnaputih

headset jelek di jual mana pas di cas ga ke cas ama ga bisa nyalain",2024-11-22 14:59:04,tws,negative
vicgothicblackmetal,3,warnatidak sesuai  pesanya putih datangnya hitam,2024-12-18 09:58:01,tws,neutral
a*****4,5,"kualitas suaralmyn kalau volumenya di fullin
kualitaslumyan
warnasesuai

untuk pengiriman mohon di perbaiki",2024-06-06 07:30:50,tws,positive
5ws3yviunq,5,"kualitas suarangebass kaya sound horeg
warnahitam gelap gulita
kualitaskualitas sangat mempesona

penilaian",2024-12-13 02:39:00,tws,positive
jessycamalik,4,"kualitas suarabagus

agak kecewa sih soalnya belinya putih datangnya hitam",2024-12-17 12:41:48,tws,positive
jankim71,4,"kualitas suarasuara jernih cuma kurang bass nya
warnabiasa
kualitasbiasa aja",2024-10-06 00:35:39,tws,positive
h*****_,4,"kualitas suarabagus
warnahitam
kualitasbaik sehat jasmani dan rohani tung tang ting tung",2024-09-18 23:10:25,tws,positive
a*****2,5,"kualitas suarasipp
warnaputih

kerenn udah sampe rumah pacar saya trimakasi",2024-09-07 02:43:37,tws,positive
grevaldooo,3,"kualitas suaralumayanlah
warnatidak sesuai saya beli warna putih tapi yang datang warna hitam",2024-12-17 09:42:33,tws,neutral
oktaaazahh,3,"kualitas suaraokeoke aja
kualitasgabisa ngecharge ni haduh mana baru pake se x",2024-08-07 22:18:33,tws,neutral
zese8q3qms,5,"kualitas suarajernih
warnapink
kualitasterbaik",2024-09-07 06:05:33,tws,positive
s*****i,5,"kualitas suarabaik
warnabagus
kualitasbagus",2024-10-15 00:00:58,tws,positive
sitisalmah013,5,"kualitas suarasangat mengesankan
warnalucu
kualitasbgs",2024-11-06 16:30:47,tws,positive
putrapalga,1,warnawarna tidak sesuai pesan putih yang sampe hitam,2024-12-18 06:40:57,tws,negative
r.carlo.w,3,"kualitas suaralumayan baik
warnatidak sesuai pilih warna putih yg datang warna hitam
kualitasyang sebelah kiri mic nya tidak berfungsi untuk spikernya berfungsi kiri kanan",2024-12-18 15:37:55,tws,neutral
sabilutaubah181,3,"kualitas suarabagus
warnatidak sesuai minta putuh datangnya hitam
kualitasbelum tau",2024-12-19 05:30:12,tws,neutral
794_6_x6l_,3,"kualitas suarabagus
warnatdk sesuai yg d pesan
kualitastdk sesuai ekspektasi",2024-11-20 05:28:07,tws,neutral
nadhaayyatusyifa,5,"kualitas suaraagak gresek2
warnabagus cakwp
kualitasya mayan dg harga segitu tp ngga bgs amat ya mayan ajaaa heheheh tp bagus kokkk syg nya batrai nya cpt habiskaya d bawa jalan tuh anu nya pengen copot yang di dalemnya itu lih hdhdheheh",2024-06-20 05:08:30,tws,positive
j*****_,4,"kualitas suaralumayan
warnaputih
kualitaslumayan

nyala semua tapi kadang mati 1 kadang ga nyambung nyambungnya lama tapi okelah lumayan",2024-12-18 03:17:28,tws,positive
oktaviaramadani765,5,sepadan dengan hargadg harga segitu worth it sih,2024-04-29 08:36:33,tws,positive
j*****n,4,kecewa banget nyala cuma sebelaheh bluetoot nya putus nyambung kaya cinta kamutolong buat seler di pastiin ngirim barang itu yang benar² berfungsi kualitasnya juga,2024-09-04 06:13:26,tws,positive
trihidayat9,1,"kualitas suaramati sebelah
warnahitam
kualitastidak sesuai dengan ekspektasi",2024-10-10 11:21:07,tws,negative
andikaperdana31,4,"warnapesen kuning yg datang putih
kualitassesuai harga
kualitas suaralumayan sesuai harga",2025-01-07 23:43:41,tws,positive
helvy_arida,5,barang sdh sampai  berfungsi namun ada yang dikirim beda warna,2024-08-17 04:52:02,tws,positive
agusirawan01,5,barang bagus sayang yg dateng cuma sebelah yg kanan aja,2024-12-17 15:58:35,tws,positive
aurelianurapriyadi081018,4,barang sampai dengan selamat,2024-02-04 04:47:59,tws,positive
mariakarin,5,"kualitas suarayaa
warnasesuai ke inginan
kualitasbagus banget",2024-07-01 03:19:10,tws,positive
muhammadnabilsyarief645,5,sangat suka karena keren,2024-01-19 07:01:56,tws,positive
raihankusuma_01,2,"kualitas suarakualitas suara sudah bagus
kualitasuntuk kualitas kurang banget karna satu earphone gabisa dipake dan kadang batrenya ga sesuai waktu di connect ke bluetooth",2024-06-13 05:01:57,tws,negative
saktisakti427,1,"kualitas suarabaik
warnahitam
kualitaskualitasnya tidak bagus erphonnya tidak tahan lama cumak bisa 1 jam doang

kualitas suarabaik
warnahitam
kualitaskualitasnya tidak bagus erphonnya tidak tahan lama cumak busa 1 jam doang",2024-08-19 06:54:33,tws,negative
r*****_,2,"kualitas suarakecewa
kualitasbarangnya gk hidup sama sekali padahal sudah di cas berjam",2024-12-08 23:45:16,tws,negative
s*****4,1,"kualitas suaraseperti radio rusak 
warnasesuai
kualitasseperti radio rusak asli parah

beli dua buah headset begitu sampe di cas setelah itu di coba asli kiri kanan suaranya jelek bangetchat admin di suru ini itu tapi satu pun tidak mampanbaru 4 hari gak bisa lagi di cas alhasil headset nya gak kepakai sama sekali mana beli dua lagi ",2024-10-28 07:37:56,tws,negative
cebizzio,5,kualitas suaratak kasih bintang 3 dulu soale belum dicoba,2024-10-31 03:28:19,tws,positive
alfiraisaazmi,2,"sepadan dengan hargaharga sesuatu kualitas
fitur terbaikganyala sebelah",2023-11-29 15:15:57,tws,negative
muhammadsyahrudin273,5,fitur terbaiksangat baiktapi bass nya kurang kerastapi suara nya mantap,2023-11-27 08:06:48,tws,positive
m*****2,1,"kualitas suaratidak berfungsi yg satu nya
kualitasyg satu nya tidak berfungsi tolong kembalikan uang saya",2024-11-26 04:16:50,tws,negative
myhannyyy,4,bagus sih tapi si tutup nya kek mau coplok,2024-01-25 01:05:55,tws,positive
edwardeleric,2,"kualitas suarasebelah
warnasesuai
kualitaslumayan

budeg sebelah",2025-01-05 10:51:10,tws,negative
berychristy,5,barang diterima dgn baik walaupun dus dusnya agak penyokterima kasih,2024-08-29 05:27:28,tws,positive
h*****a,5,"kualitas suarabagus
warnaputih
kualitassedikit ada yang goresan tapi tidak apa²",2024-10-09 17:18:48,tws,positive
nollyhandayani,5,"kualitas suarasuara jernih
warnasesuai dengan gambar
kualitasjernih dan tajam",2025-01-08 12:14:07,tws,positive
btqzxee4u3,5,"kualitas suaraenak di dengar
warnahitam
kualitasbagus",2025-01-07 08:30:22,tws,positive
muhamad_syahrul_jamil,3,karena yang di deteksi i12 jadi tidak sesuai sama nama produknya walaupun earphones nya hidup semua tapi tetap saja itu hal buruk kalau mau mungkin ubah saja nama produknya jadi i12 daripada menipu publik ini cuma kritik membangun dari saya aja sih,2024-02-27 05:43:06,tws,neutral
r*****a,5,"kualitas suaraok
warnaok
kualitasok

oke smua mantap",2025-01-07 12:37:05,tws,positive
supri198205,4,"kualitas suaralumayan
warnasesuai
kualitassesuai harga

semoga awet",2025-01-06 13:08:44,tws,positive
nelm87uue2,1,kualitastws nya gak bisa di cass,2024-11-15 07:37:44,tws,negative
mohammadkas,4,"kualitas suarabagus jernih
warnamantaaab
kualitassesuei dg harga trim",2025-01-06 00:12:13,tws,positive
daneswarakelanaputra,5,"baguss bgtt di luar ekspetasi bangett
bagus poll pokoknyaa ",2023-10-28 03:36:09,tws,positive
a*****h,3,sepadan dengan hargabagus sih barangnya tapi sayangnya yg nyala cuma sebelah,2023-10-25 12:30:59,tws,neutral
afganaufal02,5,"fitur terbaikgatau blm nyoba

pesen nya putih yang dateng warna pink anjir wkwk",2024-05-04 07:07:22,tws,positive
s*****0,1,belum dicoba semoga jadidicas tidak ada indikator lampu menyala apakah rusak atau tidaksemoga tidak rusak,2025-01-10 06:34:31,tws,negative
h6kf1tp8oc,1,"tolong di cek lagi 
hsd ya gak bisa di cas
parah 2x kaya begini",2025-01-12 02:27:25,tws,negative
azatahmad,5,"kualitas suaralumayan bgus
warnahitam
kualitasoke",2024-12-04 09:51:32,tws,positive
askandar9,2,ini tws udah dicas ngak mau nyala ini gimana dong,2024-12-03 05:01:03,tws,negative
w*****8,4,barang bagus tapi pelayanan kurang bagus,2023-12-02 07:12:58,tws,positive
tinisaipul281088,2,yg dtng kok beda ya,2023-12-01 03:06:43,tws,negative
zonna21,1,packing tidak rapih dus hancur,2024-06-20 09:53:49,tws,negative
ikhsankurniawan228,5,"kualitas suarabass yang memuaskan
warnabagus
kualitasjernih dan detail",2024-10-27 06:41:29,tws,positive
_ywb7p897r,4,"kualitas suarajernih sih
warnamenarik
kualitaskualitas sangat oke pokoknya",2024-07-20 11:14:22,tws,positive
o6kv41i2a2,5,sepadan dengan hargaada kualitas ada harga dan ini bagussss,2024-01-08 14:08:28,tws,positive
arfan9374,2,pesan 2 pcs yg 1 normal yg 1 rusak tdk bisa dipakai kecewa,2024-12-23 04:59:41,tws,negative
zrb7qql0ar,5,barang bgus tapi sayang pengiriman lama sekali bahkan lewat 3 hari lebih dari estimasi,2023-12-24 15:42:59,tws,positive
sebastianusariston,1,saya pesan 2  tapi yg warna biru rusak 1 hendset dan tidak berfungsi,2024-09-27 23:27:44,tws,negative
arifarrafi,4,"kualitas suarasesuai harga bagus
warnahitam

udah semingguan ga ada maslah komplain cuma kurangnya indikator led jadi ga ada indikator visual apakah tws ini sudah tersambung apa belum sudah lowbat atau belum sudah penuh di cas apa belum kalau ga terlalu peduli sama yg begituan sih aman aja",2024-12-18 23:00:40,tws,positive
lq8g8x8m06,4,barang sesuai cumn lama smpai nya bahkan smpai 12 hari,2024-03-16 05:30:16,tws,positive
m*****0,2,barang lengkap kualitas belum di cek tapi kotak kemasannya semua penyok padahal saya untuk dijual lagi malah gak menarik lagi karena kemasannya gak bagus lagi buat dipajang penyok robek kumal,2024-12-10 00:55:27,tws,negative
d2xfl1a7ov,1,pas beli pertama dan kedua di blutut ada muncul tws lah skrg beli ketiga muncul pro suaranya kurang greget bas pelan gak sama kyag tws,2024-12-16 23:46:56,tws,negative
wiwinwinarti390,1,"kualitas suaramungkin emang bener ada harga ada kualitas
warnaputih
kualitasyg befungsi awalnya 2 tpi yg 1 lgi putus² suaranya baru jg dipake sekali yg 1 nya lgi mati dan yg kesisa cuma yg putus² suaranya kecewa berat ya tpi gimana lgi sesuai harga aja mungkin kali",2024-11-15 02:39:34,tws,negative
iwayanadijr18,1,kecewa sih karna cmn bs dipakek sebelah aja,2023-12-14 09:41:20,tws,negative
agusdjawa24,5,belom d cek packing y jelek,2024-10-09 12:06:53,tws,positive
wsgkh0g3yr,2,barang sesuai tapi knpa di cas seharian kok ga masuk2 di pake malah mati,2024-10-20 14:42:40,tws,negative
marzukimarzuki589,4,"kualitas suarasesuai harga
kualitassesuai harga

lumayan sesuai hrga",2024-11-19 11:21:16,tws,positive
ujangsupriyanto615,5,"kualitas suaralumayan sesuai harga
warnahitam
kualitaslumayan mudahmudahan awaet",2024-12-21 12:24:36,tws,positive
b*****7,1,"kualitas suarabagus
warnapesen putih dikirim hitam
kualitastidak bisa di cas",2024-12-19 05:51:04,tws,negative
alyaatikah13,5,behh mantep deh,2024-06-21 09:42:18,tws,positive
radira_ara,2,yg sebelah kanan gk mau nyala sebelah kiri doang nyala padahal sudah saya cas,2024-02-15 05:47:27,tws,negative
hayufuu,5,"kurir sombong nya mcm firaun kota ternate
paking ny sangat sangat tdk bagus gak pake dus atau kotak dlcm pake buble wrap sjjd pd penyok begini",2024-07-06 06:14:56,tws,positive
1_t7hyigxl,1,"kualitas suarangak adha kabel datanya kabel datanya aipon juga jadi ngak bisa di pakek

barang ngak adha kabel datanya kabel datanya aipon juga jadi ngak bisa di pakek",2024-12-23 10:26:48,tws,negative
qoisridwan,4,saya pesan warna putih tpi datengnya malah hitam,2024-12-17 12:28:54,tws,positive
alfihf05,4,saya pesan warna putih kenapa datang warna hitam,2024-12-16 08:50:40,tws,positive
ani_66,1,yg nyala cm 1 pesen kuning d kasih ijo maap y,2024-09-29 02:56:10,tws,negative
d*****1,5,sdh pake 1 bulan masih amann,2024-07-17 13:33:58,tws,positive
durminajm,4,ga bisa di cash,2024-12-17 07:13:19,tws,positive
jessen225,4,"yang befungsi cuma casan nya
earphone nya kaya udh bekas pake dan tidak dapat di gunakan 
tpi gpp saya punya earphone lain saya cuma butuh kabel nya berhubung dri tempat yg sama",2024-12-02 13:06:48,tws,positive
andipikar,4,aku udh chat dan saya pesan 3 warna tapi yang datang cuma 1 warna tolong diperhtikan lagi yah bos  ketika kami memesan lebih satu ada baik warnanya dirandom jangn 1 warna aja,2024-01-16 03:24:12,tws,positive
banana08,1,"kualitas suarahidup sebelah nya aja
warnasesuai
kualitasbisa sebelah aja

pesanan nya lama banget sampai nya 
cukup kecewa sihh",2024-12-20 14:04:05,tws,negative
nursih912,1,dicas tidak masuk padahal udah 2 jam lebih habis itu tak cas lagi tetep ngga nyala disambungkan di hp juga g bisa,2024-12-17 16:04:31,tws,negative
tw9pv6pab7,3,pesanan tidak sesuai saya pesan l13pro tws warna hitam malah dikirim inpod tws warna biru muda,2024-10-14 13:01:16,tws,neutral
ardiansyahar200,1,kualitaspesan warna putih sampai warna hitam,2024-12-20 10:07:44,tws,negative
ridwanspalevi,4,"barang lumayan buat harga 25000an

sayang batre cuma tahan 60 menit",2025-01-13 00:55:26,tws,positive
annisasylla,3,"sepadan dengan hargaya
fitur terbaikbluetooth agak delai sedikit cuman enak buat nedenger musiknonton kalau main game kurang sepadan dengan harga",2024-04-03 07:03:53,tws,neutral
aajajabaiahaaoqj,4,sepadan dengan hargaagak kecewa dikit pas mau masukin ketempat hensetnya gamau terputus hubungan dengan bluetott ttp nyambung trus wajar dengan harga sgtu hhe,2024-01-09 13:04:40,tws,positive
owhhhhhhhh123,5,"kualitas suaraberfungsi dengan baik

berfungsi dengan baik",2024-07-09 02:51:31,tws,positive
nadira.raya,3,"kualitas suarasuara yg sebelah kanan agak blank kresek kresek patah patah
warnawarna nya sesuai
kualitaskualitas normal dengan harga segitu

tolong perbaiki min",2024-10-23 14:12:15,tws,neutral
xbendzsultx,1,"kualitas suarabosok mati 1

kayak bekas pake kardus rusak parah yang bunyi cuma satu ",2024-12-17 12:05:31,tws,negative
rizkyar96,4,"sepadan dengan hargasesuai
fitur terbaiksesuai

tapi packing tidak dengan kardus jadinya penyok bnget kotaknya lain kali dioerhatikan lagi ya",2024-05-03 22:55:28,tws,positive
xsmyy,1,"jgn pernah pesen pake kurir next day pengiriman nya ga teliti kalo ga di chet terlebih dahulu ga bakal dikirim kirim mungkin
jadi sia sia walaupun ongkir hanya 18k juga",2024-05-29 00:23:57,tws,negative
deboraterivena984,1,pesan warna hitam datang nya warna pink,2024-12-01 03:41:25,tws,negative
fixs02,1,kotak pengisi daya mati ga bisa di cas dan tws mati sebelah,2024-12-19 16:34:33,tws,negative
c*****2,4,"kualitas suarasepadan dengan harga
warnasesuai
kualitassepadan dengan harga

ku kira bisa pop up di hp ternyata engga ga begitu ngebas tapi okelah terimakasih min",2024-06-16 04:27:02,tws,positive
v*****a,5,"kualitas suarasuara jerni
warnasesuai
kualitasjerni dan detail

bagus sesuai ekspektastapi sayang untuk sebelah kiri tidak berfungsi",2024-12-26 04:08:49,tws,positive
akhi24,5,"kualitas suarabagus
warnamantap
kualitasmenyala",2025-01-10 14:33:29,tws,positive
ilyasilyasa736,1,barang rusak tapi ttep aja dikirim,2024-12-14 11:25:15,tws,negative
arfinaputri857,4,"kualitas suaralumayan
warnasesuai
kualitasalhamdulillah",2024-11-19 13:09:12,tws,positive
u2okub4dqz,2,kualitas suarakabel nya putus satu jadi yg ada suara nya cuma 1,2024-11-03 02:16:48,tws,negative
ndyyagustin_33,5,"kualitas suarabaguss bas adaa
warnaokei
kualitasbaguss semoga awett",2024-07-17 11:20:35,tws,positive
pabalap604,5,"kualitas suarabagus ngebas
warnamenarik
kualitasrapi dan bagus",2024-12-23 06:34:01,tws,positive
r3accesories,3,"kualitas suarabiasanya aku beli model ini bass nya ok tapi kali ini malah gak terasa bassnya
warnabiasa
kualitasmenurun

aku pesan 12 unit satu biji rusak yg lainnya bass nya nggak terasa
trus pesan minta dipakein kardus sudah di ok kan via chat tp tetap aja gak pake kardus jd kotaknya penyok penyok",2024-11-23 10:25:41,tws,neutral
7z2gfflfrv,5,gacor jirga ekspek bass nya dapetwalaupun dominan di kirinilai plus nya sih di charge sistem yang pake cas cas an nya iphoneworth it to buy,2025-01-13 16:17:02,tws,positive
k*****8,5,mantap,2024-08-04 13:29:53,tws,positive
k*****s,1,maaf ak kasih bintang 1 krna pelayanan lama trs baru dipakai sejam udah rusak ga kepakai sdh,2024-10-24 04:23:29,tws,negative
dyahvalia,5,pesenan henspry aku yg ke 3 udh smpe kk mksh bnyak,2024-06-16 02:33:33,tws,positive
fransiskapangky152,1,sangat kecewa barang gk bsa di cas,2024-11-14 12:55:29,tws,negative
s*****a,5,baguuusss bass cakep untuk harga segini cm emg pengirimannya seminggu sama2 jkt pdhl sblm promo 1212 ,2023-12-25 14:24:53,tws,positive
andika_neneng,5,"kualitas suarabiasa aja ga bass nya sepeker nya mati 1
warnasesuai
kualitasbiasa aja",2024-07-29 00:58:43,tws,positive
g*****_,3,"sepadan dengan hargasepadan kok sm harganya

overall  bagus sebenernya cuma kok ga dapet kabel charger nya yaa emg ga dpt atau ownernya lupa naro sy juga gatau untuk pengiriman lumayan lama karena mungkin pesanan juga membeludak tapi maaf untuk owner agak di fast respon lagi kedepannya terimakasih",2023-12-18 10:54:21,tws,neutral
satriawinongo,3,"sepadan dengan hargasusuai harga

susah connect dan batrainya cepet abis",2023-11-28 05:33:43,tws,neutral
faiqfr11,1,beli warna putih dikirimnya warna hitam,2024-12-17 12:06:27,tws,negative
margiono.,5,"paket sdh kuterimasdh aku cek
semua normal
terima kasihnext time order lagi",2024-04-29 17:49:36,tws,positive
ade17putra,1,"sepadan dengan hargasangat buruuk

stlah di cba trnyataa matiii sebelah",2023-10-15 03:04:57,tws,negative
ryzki01_,3,kualitas suarakualitasnya berbeda dengan 2 yang saya beli lainnya padahal itu jenis yang sama mungkin kemungkinan saja dan juga untuk produknya tidak bisa di charge,2024-12-23 12:05:10,tws,neutral
d*****a,5,"kualitas suarabagus
warnabagus
kualitasbagus

led mati",2024-12-22 02:57:54,tws,positive
r5h7mtvvwb,5,"kualitas suaranormal
warnalumayan
kualitasbagus",2024-08-11 09:45:50,tws,positive
radifattt,3,pesen warna putih dateng warna hitam,2024-12-17 10:20:21,tws,neutral
muhammadarifki99,3,"kualitas suarab aja
warnagg
kualitasb aja

agak burik dan susah terkoneksi kedua tws nya kadang 1 doang yg nyala wkwk",2024-11-06 08:17:29,tws,neutral
enyooh_,4,"sepadan dengan hargaya

secara tampilan bagus ya tapi kata adekku yang pake cepat sekali baterainya habis dan suka eror sebelah suka mati sendiri padahal baru di charger kadang cuma dipake sebelah karena sebelahnya lagi ga ada suaranya tapi sepadan lah sama harganya",2024-02-17 00:37:39,tws,positive
warless,5,"kualitas suarajernih
warnamenarik
kualitasmemuaskan",2024-11-11 12:11:21,tws,positive
sen2k,3,"kualitas suarasesuai dengan harga
warnaputih
kualitasagak cacat baru pertama pemakaian suara nya langsung gak enak",2024-10-13 13:14:35,tws,neutral
sentaaulia,1,"kualitas suarabas nyaa rusak
warnawarnanya sih sesuai
kualitaskualitas tidak bagus karena bas nya rusak",2024-11-14 05:58:02,tws,negative
pxhcquqisj,1,"kualitas suarajelek henset nya hidup sbelah
warnapengiriman lama
kualitastidak bagus nggak mau d cas",2024-12-23 10:16:36,tws,negative
9*****j,1,"kualitas suaraburuk
warnaburuk
kualitasburuk

kualitas sangat buruk tidak bisa di charger juga  ga rekomen  beli di sini",2024-12-23 09:15:17,tws,negative
herdianashela,5,mksih kak alhamdulillah sya nggk sia² memesan barang di toko kakak,2024-07-22 03:44:20,tws,positive
rezaananda622,3,"kualitas suarasuaranya padet
warnaputih
kualitaskualitasnya kurang

barang bru sampe g sengaja jatoh langsung rusak",2024-12-19 05:17:47,tws,neutral
muhammadramdani3,5,alhamdulilah paket sudah di terima barangnya bagus,2024-10-30 11:20:53,tws,positive
galangarvirn,1,kualitasnyampe nya lamamilih warna putih yg dtg malah warna hitamgabisa nyala,2024-12-18 09:36:07,tws,negative
muridan563,1,"sayang sekali saya menerima barang dalam kondisi cacat kondisi saat diterima indikator baterai mati saat coba dicharge indikator baterai tidak menyala kemungkinan besar tidak teraliri listrik
saran sebelum barang dikirim mohon dilakukan pengecekan atau tes apakah barang berfungsi dengan baik atau tidak
terima kasih",2024-11-15 06:32:27,tws,negative
marulisihombing930,2,"kualitas suaraburuk
warnasesuai pesanan
kualitasada harga ada kualitas jd gitulah",2024-09-16 09:24:08,tws,negative
muhammadarkapranajaadi524,5,"kualitas suaramantap
warnamantap
kualitasmantap",2024-08-09 09:01:45,tws,positive
deni019,5,"kualitas produk sangat baik
berfungsi dengan baik",2024-12-22 11:12:00,tws,positive
n*****3,1,"sepadan dengan hargabarang rusak di jual kacauu

mending jangan di beli deh saran ajh gua mah gua udh beli tapi baru datang tws nya udh gk ada suara nya kacau kacau 
sehat terus buat penjual nya wkwkw",2023-11-29 07:39:44,tws,negative
haidilfitrapratama09,1,"kualitas suaranipu
kualitasjangan percaya bg nipuu ini aku kemarin beli ini

dikasih yang rusak saya kecewa 
bg
beneran bg sumpah jangan percaya sama toko ini",2024-11-13 14:48:16,tws,negative
aldicorpse,1,"kualitas suarasesuai harga
warnasesuai harga
kualitascuma nyala 1 maklum tws murah ada barang  ada harga wkwk",2024-12-28 05:04:59,tws,negative
hendrakutang,1,"kualitas suaraga ada suara nya
warnasesuai
kualitassampah

ga bisa dicas ga bisa hidup percuma beli setidak nya jangan kirim yang cuma jadi sampah",2024-10-10 03:11:22,tws,negative
lailatulmufida367,1,kecewa bgett karena satu hendsetnya ada yang gk bunyi,2023-10-23 07:37:55,tws,negative
t*****e,5,pesanan sudah di terimabagus headset nyanyala 22 nya,2024-12-05 11:10:33,tws,positive
q*****3,4,"fitur terbaikbass  stereo
sepadan dengan hargaya

ada 1 box yg tidak ada kabel cas nya  body cas ada tekelupas
di cek terlebih dahulu sebelum dikirim",2023-12-10 14:43:19,tws,positive
tiaradevi243,3,"warnatidak sesuai pesanan

pesan putih tapi yang datang kok warna hitam ya",2024-12-18 07:10:57,tws,neutral
fahadbasalamah086,5,"kualitas suarauntuk kaum bass treble kurang
warnahitam
kualitassemoga awet

headset ini bagus untuk bass sedangkan treble nya agak kurang fresh tapi bagus ko sesuai harga aja mantappp",2025-01-07 10:21:49,tws,positive
debihariyanto567,1,"barang yg di kirim rusakdi kompelen malah ngasi penjelasan yg gak masuk akal
saya pake tws udah lamatp malah ngajarin ini itu",2024-06-02 10:53:52,tws,negative
ubaidillahattamimi,5,ajib banget bas nya oke 1112 lah sama sound horeg,2024-08-29 09:12:52,tws,positive
rickyadikristianto,4,bas enak smentara bintang 4 dulu next order bintang 5,2024-02-19 04:27:09,tws,positive
dickytridharma,1,"kualitas suarahahha bisa bisa nya gua beli dua kedua duanya gaada sura di sebelah kanan apaan dah
warnasesuai
kualitasgabaguss sama sekali",2025-01-08 18:44:44,tws,negative
ddanarrlintnq,5,sesuai harga bass oke worth it dengan harga segitu,2023-10-18 12:30:52,tws,positive
nadhif.azzaky_,3,"kualitas suarayg sebelah kiri agak kecil suara nya beda sama yg kanan
warnaputih",2024-10-05 00:40:54,tws,neutral
nailamaghfira717,3,itemnya ilang 1 tapi aku juga salah karna waktu unboxing gak aku vidio suaranya keras tapi kurang jelas,2023-12-23 10:40:28,tws,neutral
dimasbagues815,5,"kualitas suaramasooook
warnasesuaai
kualitascocok",2024-12-16 17:47:29,tws,positive
r*****1,1,"kualitas suarayang berfungsi cuma satu sisi kiri ga berfungsi
warnasesuai pesanan
kualitasjelek ga sesuai ekspetasi tp emng murah sih

liat bertahan brp lama soalnya yg berfungsi cuma sisi kanan",2024-12-02 01:33:17,tws,negative
w*****7,1,"kualitas suaragak bisa di pake
warnawarna tidak sesuai
kualitasgak bisa di pake sama sekali nyesell belii",2024-12-17 06:53:28,tws,negative
chissyanti,5,"barang bagus sesuai pesanan 
makasih kak 
mg tokonya laris",2023-09-29 10:12:59,tws,positive
