username,rating,comment,time,product
hikmamaulida19,5,"Respon penjual baik, pengiriman lumayan cepat, barang bagus, cuma yg ini agak longgar sih tapi nggak pp masih bagus dan cocok",2022-06-04 07:34:09,miband
varo1vito2,5,"Fitur Terbaik:bagus, sesuai yangndi foto
Sepadan dengan Harga:murah

Barangnya bagus, real picture, harganya murah, pengiriman cepat... All the best
Bisa buat langganan neh 👍👍👍",2022-06-16 15:20:46,miband
widyhandiyani,5,"Kualitas produk baik ..
Produk original ..
Kecepatan pengiriman barang baik ..
Terima kasih ...",2023-12-13 06:07:02,miband
doni_mr78,5,"Warna:Warna produk sesuai ekspektasi
Ukuran:sangat pas untuk Mi Band 4
Kualitas Bahan:sangat baik ,sesuai dengan ekspektasi

Barang cepat sampai dan keterima sangat baik..terima kasih seller dan kang kurir..",2024-11-21 06:30:48,miband
r*****8,5,"Harga murah tapi kualitasnya tidak murahan .. good job .. next time bakal order lagi
sukses selalu",2022-01-09 07:21:19,miband
edijunae2212,5,"Warna:hitam
Ukuran:cocok
Kualitas Bahan:sesuai harga

Starp Mi Band 5 ini cocok ukurannya. Harga murah sesuai dengan jangka waktu pemakaiannya. Jadi gak usah ragu untuk beli lebih buat stok.",2024-11-28 04:23:40,miband
p*****a,5,"Sepadan dengan Harga:lebih dari yg di bayangkan.
Fitur Terbaik:nyaman dipake

Udah di coba dan nyaman banget dipakenya. Addust nya lebih enak. Bahannya juga gak bikin gatel. Oke banget buat harga semurah ini.",2023-03-01 14:11:57,miband
aliyandhu13,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sesuai harga

Bagus warnanya cerah yg maroon tapi lbh ke ungu gelap...pengirman lumayan. Suka pokonnya next order deh.",2022-12-17 04:45:05,miband
l*****a,5,"Barang sudah sampai sesuai dengan pesanan, pas dipakai, packing aman, pengiriman cepat. Terima kasih seller dan shopee",2022-02-05 10:40:06,miband
i*****3,5,"Strap memiliki build yang kokoh dan tidak mudah putus. Warna foto dan produk asli tidak berbeda jauh. Secara keseluruhan, kualitas produk sesuai dengan harga yang diberikan. Kecepatan pengiriman bagus.",2022-09-12 07:05:38,miband
tina02susanti,5,"Fitur Terbaik:sebanding dengan harga
Sepadan dengan Harga:ya

Semoga barang nya awet ga gampang putus di pake nya
Jadi banyak pilihan strap buat mi band 5 saya",2022-08-04 15:20:09,miband
djhonno,5,"Sepadan dengan Harga:sesuai dengan harga nya
Fitur Terbaik:bagus, sesuai dengan harganya

Warna dan harga sesuai , dan kualitasnya lumayan. Mudah mudahan awet. Terimakasih shopee dan seller",2024-02-06 08:07:14,miband
m*****7,5,"Fitur Terbaik:original
Sepadan dengan Harga:sangat baik

Produk sangat bagus, original, respon penjual cepat dan ramah.
Terima kasih",2022-07-01 06:21:41,miband
07_09_00,5,"Sepadan dengan Harga:mantap, harga murah
Fitur Terbaik:seperti ori

Mantap banget dahh, harga murah meriah... Bahan seperti oriii.
Mantull mantap betulll",2023-04-04 05:06:37,miband
s*****n,5,"Warna:sesuai, gelap dikit bukan warna yang cerah
Ukuran:pas sama smart watch nya
Kualitas Bahan:okay lah

Kirain gak bakal muat, ternyata muat untung langsung beli banyak

Semoga karetnya awet ya",2024-10-05 16:55:14,miband
htsaniyah,5,"Warna brown nya kupikir kaya di image yg agak terang ternyata dark bgt sih warna nya, tp warna maroon nya lucu maroon ke ungu an gini, gpp siih ga kecewa tetep suka. Udh berkali kali beli di toko ini, sukses terus ya ka!",2021-11-14 11:40:03,miband
laja_store,5,"Fitur Terbaik:Tampilan oke
Sepadan dengan Harga:Harga Sesuai Spesifikasi

Pengemasan aman, pengiriman lumayan cepet, sesuai dg yg difoto, dan sesuai dg yg dipesan. Thanks pokoe.",2022-11-06 08:24:07,miband
n*****1,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:iya

Bagus. Terima kasih ya..........
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🥰🥰🙏🙏🙏🙏🙏🙏🙏🥰🥰🥰🥰🙏🙏🙏🙏🙏🙏🥰🥰🥰🥰🥰🥰",2022-08-29 04:53:40,miband
m*****s,5,"Fitur Terbaik:bagus dan pas pd Mi band 4
Sepadan dengan Harga:iya

Cocok sih ini keren bgt dong 👌🏻",2023-01-02 03:31:24,miband
psadewa,5,"Fitur Terbaik:presisi
Sepadan dengan Harga:oke bingitz

Presisi, lumayan lah, cuma agak kaku",2022-06-13 12:00:58,miband
akhsin_kholilur_rohman,5,"Warna:sesuai navy grey
Ukuran:sesuai
Kualitas Bahan:bagus

Alhamdulillah barang sampai dengan aman, 
Warna sesuai pesanan bagus barang sama seperti aslinya",2025-01-11 02:23:08,miband
ranggagamers57,5,"Fitur Terbaik:pas
Sepadan dengan Harga:betul

Barangnya lumayan sesuai dengan harganya, walaupun murah tapi ga murahan yang penting pas ukurannya di mi band 3",2022-09-14 05:03:20,miband
desy_ariani_1979,5,"barang sudah diterima dengan baik..kurir ramah, barang sesuai dengan pesanan, barang recomended dan sesuai dengan harga..terima kasih kurir, seller dan Shopee..GBU all🙏",2022-05-14 06:31:03,miband
reivan99,5,"Barang sesua pesanan,untuk strap nya bahan nya tebal & nyaman di pakai,tpi untuk anti gores nya kaya nya agak kelebihan untuk panjang nya,tpi selebih nya oke banget dah",2022-03-15 07:33:30,miband
z*****p,5,"bagus warna putih polos, bersih, udah berkali-kali beli strap di sini 👍🏻",2023-02-19 07:26:12,miband
putryledu066,5,"Fitur Terbaik:paling baik
Sepadan dengan Harga:sangat

Produknya memang kualitas nya baik yah guys sesuai banget, dan murah juga, pokoknya remokomed banget buat kalian yang suka ganti2 warna karet jam, the best dengan harga yg murah tapi barangnya ga murahan kualitasnya ok.",2022-06-17 06:14:24,miband
p1s4nk,5,"Warna:Lembut sesuai gambar
Ukuran:Cocok dgn sempurna
Kualitas Bahan:Lembut

Harga murah tp kualitas tidak usah diragukan. Pas dengan ukuran mi bandnya. Mayan buat strap cadangan. Mantap",2024-11-04 11:40:16,miband
u*****i,5,Bagus bangett di pakainya pas juga dan pengiriman cepat 👍🏻👍🏻,2021-11-14 07:04:41,miband
hilmiardani,5,"Sepadan dengan Harga:Sesuai dengan harga

Harga segini dapet strap yang udah bisa dipake sehari hari, beli banyak sekalian buat ganti ganti. Varian warnanya juga banyak banget",2024-04-18 13:09:57,miband
d*****6,5,Bagus banget semuanya sukaa. Harga murah barang bagus. Makasih banyak yaa adminnn,2022-04-25 08:58:37,miband
,5,"Bagus bahannya lentur cocok dipake ditangan harga murah dan semoga awet dan cocok sama jamnya, jamnya belum dateng jadi masih kosong hihihi",2021-11-14 09:57:31,miband
sunandar02,5,"Warna:Black N Navy
Ukuran:Pas
Kualitas Bahan:Bagus

Terimakasih barang sudah sampai dengan aman sesuai dengan permintaan pesanan yang diinginkan oleh pembeli 
Untuk respon penjual baik 
Pengiriman barang termasuk cepat 
Packing barang masih mulus aman 
Harga barang cukup terjangkau 
Kualitas barang baik 
Pokoknya ini toko the best recommended seller dah mantul pertahankan terus 
Thank you shopee n seller",2024-08-29 05:29:33,miband
kanayazifara74,5,"Strep nya sudah datang.
Lebih murah,tebal,halus yang polos
Wortit banget kak 
Harga segitu dengan kwalitas yang jempolan
Makasih banyak kak",2022-04-02 13:07:33,miband
natanael_donny,5,"Pengiriman lumayan cepat, harga murah, kualitas barang cukup baik, terimakasih",2022-09-21 16:43:28,miband
orchidia.khu,5,"Huhu beli karna kepepet strap ku kepotong , alhamdulillah nyampe nya cepetttt barang juga bagusss bangeettt . Next mau order warna lain buat koleksi sekaligus cadangan hehe",2022-03-13 11:43:25,miband
fransisca_lena_ong,4,"Fitur Terbaik:std
Sepadan dengan Harga:free

Ya free.. Makasi.. Standar sih.. Item polos. But thx ya seller.",2023-03-06 12:52:34,miband
wayanarisetiyawan,5,"Warna:Menarik dan cerah
Ukuran:Pas seperti aslinya
Kualitas Bahan:Bahan bagus dan lentur

Seller ramah dan respon cepat
Pengiriman juga cepat dan aman
Semoga sukses selalu dan makin rame lapaknya",2024-08-11 09:17:44,miband
a*****8,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

kualitas bagus,
harga bagus,
seller komunikatif,
packing aman, 
pengiriman cepat,
terima kasih seller..
sukses terus..",2022-11-19 16:09:50,miband
d*****3,5,"Bagus strapnya untuk ganti2 lumayan lah ya, warnanya juga cantik,, yg paling penting si disini paling murah mnurutku dibanding yg lain harganya",2021-12-01 06:45:33,miband
k*****h,5,pengiriman nya cepet. pengemasan standar . barangnya ok banget👍,2022-02-23 12:54:55,miband
l*****u,5,"Fitur Terbaik:oke
Sepadan dengan Harga:iya

Alhamdulillah sampe dengan selamat di rumah ku suka pengemasan rapi pengiriman cepat murah bagus oke gak ngecewain warna sesuai dipesan syukaa",2023-10-30 20:32:11,miband
syska_meiziyah,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:baik

Bagus cocok dgn jam ku miband 3..pengiriman juga cepat bgt.. 
Terima kasih semoga selalu amanah 🙏",2023-12-02 13:47:48,miband
sukbay12,4,"Fitur Terbaik:harga murah
Sepadan dengan Harga:ya

Lumayan biar ga bosen strap ori",2023-03-12 03:57:53,miband
d35tr1,5,Kereennn... Sesuai pesanan...... Cepat..... Sesuai gambar... Sangat sangat pas...,2022-01-28 08:41:59,miband
a*****5,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:worth it banget😍

Aaahh lentur tdk kaku, warnanya juga sesuai gambar. Next order lagi aaah🥰",2023-03-01 14:30:01,miband
ernaniyanti,5,"Barangnya sampai dengan selamat tanpa ada yang cacat sedikitpun
Pengiriman nya juga cepat
Sellernya ramah dan fast respon
Barangnya tidak ada yang kurang sesuai dengan warna yang dipesan",2022-05-24 06:06:39,miband
d*****4,5,"Harga ok, pengiriman ok, kualitas jg ok.. thx u seller......",2022-04-13 21:18:48,miband
d*****t,5,"Beli yg ke 2 kalinya tapi beda akun😁
Pengemasan standar, gampang di pakenya warnanya bagus, suka², kpn² mau beli model/warna lain lagi. Terimakasih..",2022-04-08 05:35:28,miband
stephanivanilla,5,"Strapnya bgs mantul, penjual ramah di chat fast respon. Makasih kak walaupun cuma beli 1 pengemasan aman rapih no cacat, thx ya kak",2022-01-04 12:00:19,miband
borsipashion,5,"Asli tjakep bgt barangnya, ya dengan harga segitu wort it lah guys..

Mantuelll lah produknya",2022-04-09 12:44:21,miband
sylvazh,5,"Kualitasnya bagus bgt sihh dengan harga yg ramah bgt dikantong, pengiriman juga cepat. Thankyouu so much seller🫶🏻🫶🏻",2023-03-29 01:48:01,miband
afalila,5,"Mantap niii kece banget, bagusss cuyyyy ahrga murah bgt kualitasnya wow pengiriman cepet batt asik",2022-04-23 04:37:41,miband
ines_08,5,"Wrn coklatnya bagusssssss... Pengiriman cepat, bahan tdk gatal. Oke deh",2021-11-14 08:32:52,miband
purnay3nti,5,"Barang bagus, cakep warnanya, berguna banget, pengirimannya cepet, packingnya juga rapi dan aman. Mantab. Sukses terus buat tokonya...",2021-11-16 11:04:08,miband
l*****5,5,"Warna nya lucu lucu bangettttt sesuai dengan pict, pengiriman lumayan cepet.",2021-11-14 16:18:52,miband
farindrabudisetyawan,5,"Sepadan dengan Harga:sesuai..
Fitur Terbaik:baik..

Sesuai pesanan... 
Semoga awettt.. Dan nyaman..
Makasih seller...",2023-02-27 13:43:45,miband
edowij,5,"Amejing,Pengiriman cepet amat, langsung proses. Sesuai request warna,mantap. Thanks seller & Semoga awet",2022-02-12 14:55:38,miband
f*****4,5,"Fitur Terbaik:Bagus 👍🏻
Sepadan dengan Harga:Iya

Gelangnya Bagus, bahannya Lentur dan sesuai Deskripsi ✨",2023-02-23 05:14:20,miband
pakkoyan,5,"Fitur Terbaik:Ukuran PAS di miband 6
Sepadan dengan Harga:Sangat worth it

Ga nyangka 20rb an dapet 7 straps, warna nya bagus (kecuali yang maroon) pas pula di miband 6 ga logor ga miring, karena strap yg original harga nya lebih dari 50rb yang ini jelas murah lah, tinggal test keawetannya. Klo memang awet, keterlaluan ini murahnya, hahaha",2023-03-10 14:13:12,miband
r*****n,5,okehhh barang nya . . pas .. sesuai pesanan . terima kasih ... sukses selalu ...,2022-09-23 04:26:15,miband
i*****9,5,"Aku beli tiga.
Warna nya bagus bagus semuaa
Kualitas oke punya",2022-04-08 06:57:13,miband
reretommy,5,"Pas ternyata...mantul makasih yaaa

Joss mantul josss mantu
Penjual baik
Kurir baik
Sip sip sip sip",2022-03-01 13:37:42,miband
yusrilfal,5,Alhamdulillah paket sudah datang. Udh ke 2 kali nya mebeli .,2022-05-30 11:16:22,miband
a*****m,5,barangnya udh diterima. produk sesuai dgn gambar. thanks seller 👍🏻,2022-02-08 11:37:53,miband
h*****3,5,"Fitur Terbaik:oke
Sepadan dengan Harga:murah

thanks seller and shopee. pesenan aku datang lengkap banget. pengemasan dan pengiriman cepet. warnanya cantik. udh gitu murce pulak. gumawo pula buat jaskirnya",2022-07-24 02:15:29,miband
d*****u,5,"suukaaaaa bangeettt
respon penjual cepat pengiriman cepat packing okay produk sesuai dengan pesanan
makasih yaaaaa",2022-01-07 13:32:42,miband
a*****n,5,"The price is affordable yet the product is quite good. Definitely value for money. I was completely impressed with their professionalism and customer service. It is highly recommended seller. Without any doubt, udah checkout aja !",2024-10-17 06:07:10,miband
s*****s,5,"kecepatan pengiriman baik, harga affordable banget, kualitas produk baik, semoga awet hehe, recommend banget disini. thank you..",2022-02-25 16:21:50,miband
rikasinye,5,bahanya bagus tebal pengiriman cepat sesuai pesanan dan harga murah,2022-01-21 08:47:57,miband
v*****a,4,"Fitur Terbaik:warna ungunya sangat sesuai ekspektasi
Sepadan dengan Harga:yes

Cuma warna abu abu dan maroon ga sesuai
Abunya terlalu tua, jadi cenderung hitam, maroonnya kayak warna magenta :(",2023-01-02 16:49:06,miband
callmenow88,5,"Barang oke cepat sampai, sesuai descripsi, penjual yg amanah.. kurir ramah.. ths Shopee",2022-06-09 13:11:30,miband
verina1007,5,"Putihnya bagus. Sesuai deskripsi. pengiriman juga cepet, makasiy buat sellernya. Sukses trs",2022-05-09 07:13:44,miband
srestus,5,"Warna:Orange & Hitam
Ukuran:Sesuai
Kualitas Bahan:Silicone

Pesanan sudah diterima dengan baik, Kecepatan pengiriman baik, Respon penjual baik, Produk yang dikirimkan sesuai dengan yang ditawarkan. Mudah2an awet. Terima kasih.",2024-11-19 06:24:55,miband
s*****2,5,"Super worth it! Tipis, as expected dari harganya yang murah meriah. Walau tipis, dia kualitasnya bagus kok. Ini aku beli cma buat ngabisin shopee pay yang tinggal 9k sih, tapi produk dri toko ini emg udah lama ada di keranjang. I would definitely buy more, later.",2023-01-25 12:42:40,miband
madun997,1,"Sepadan dengan Harga:ngelawak
Fitur Terbaik:ngelawak

Liat komenan ada mesin'y, pas beli lah karet'y doang kocak, ngalawak ente",2023-07-11 01:53:34,miband
ilhamr1001,5,"Harga murah kualitas mantep presisi dan cuting rapi, mirip strap orinya cuman berasa lebih tebal dikit",2021-11-12 05:15:46,miband
a*****e,5,"FAST respon dari seller, produk original, pengiriman sangat cepat, kualitas produk baik, Terima kasih",2022-04-16 13:37:41,miband
r*****5,5,"Fitur Terbaik:not bad
Sepadan dengan Harga:good

bahannya agak kaku tapi lembut mirip strap ori teksturnya. tapi lumayanlah harga segitu",2023-02-16 07:11:45,miband
h*****3,5,"Sepadan dengan Harga:Sesuai harga
Fitur Terbaik:tali jam karet jam Miband

Terima kasih Seller atas penjualan produk tali jam miband. Sangat cocok digunakan ke miband 4.

Terima kasih Abang kurir yang setia mengantarkan paket",2023-09-24 08:55:07,miband
nawai.umay,5,"Warna:sangat bagus dan sesuai dengan gambar
Ukuran:ukuran produk yang pas dan sesuai
Kualitas Bahan:menggunakan bahan yang bagus mudah mudahan kuat dan tahan lama

nyampenya cepet produk sesuai, untuk keseluruhan barang okay no cacat cacat club",2024-06-22 10:01:05,miband
a*****a,5,"Fitur Terbaik:keren banget warnanya
Sepadan dengan Harga:sangat sepadan

Bagus banget, sumpah bakal order lagi ni dengan warna yang lain. Karena emang bagus. Semoga awet gak gampang putus lagi.",2022-08-28 17:10:52,miband
r*****s,5,"Pesanan nya sesuai , tidak mengecewakan , warna nya unik juga lucu , dan ini talinya karet ya guys ya , so far bagus kok , sebanding dengan harganya malah bagus lagi, awal beli aku langsung beli 6 ehe dan alhamdulillah tdk mengecewakan 👍👍👍👍👍",2023-01-12 12:14:14,miband
y*****_,5,"Strap nya bagus. Bahan silicon sedikit kaku tapi halus. Warna iron cakep poll, dia kaya warna abu tapi ada hint cokelat nya🖤.
Walopun pesen satu tetep dikemas cakep. Thanks seller🌼",2022-09-11 05:11:10,miband
n*****t,4,"Fitur Terbaik:harga = salah satu yang termurah
Sepadan dengan Harga:harga minimalis, kemasan pun sepadan 😀

Kualitas barang biasa/normal/standar, lumayan jika mengingat harganya yang termurah di pasar. Cukup puas, semoga kekuatannya juga paling tidak standar (tidak mengharapkan yang muluk²).",2023-03-26 17:40:24,miband
chrisssagar,5,"Barang oke, tali lentur, mudah mudahan awet lah. Peniriman cepat",2021-10-16 18:25:55,miband
r*****n,5,"Sepadan dengan Harga:baik
Fitur Terbaik:oke punya

sudah sampai ya barang nya .
oke sip .
cocok pas banget . . 
ya lumayan lah ya lah ... sip bahan lumayan bagus .
terima kasih",2023-07-22 01:33:20,miband
s*****i,5,"Rada kaku yaah bahannya tapi gapapa, yang penting bisa dipake, karn yg ori nya putus hoho
Thankyou seller!",2022-07-08 01:55:58,miband
u*****i,5,"Sepadan dengan Harga:ori
Fitur Terbaik:tali gelang jam

Mursidah parah udah dpt 4 biji pula. Semoga awet buat gunta ganti hehe... Thank u seller, shopee, ekapedisi... Sukses slalu untuk kita smua aamiin...",2023-07-09 05:40:56,miband
eugene.wijaya,5,"Strapnya bagus. Bahannya tebal tp dipakainya nyaman. Kualitas mirip asli bawaannya sepertinya. Warna jg keren baik yg iron maupun dark greynya.
Seller jg cepat proses pesanannya sehingga bs cepat diterima.

Terimakasih ya.",2022-11-13 11:40:02,miband
k*****i,5,"Fitur Terbaik:terbaik tidak salah beli
Sepadan dengan Harga:sepadan

Toko yang sangat amanah
Sudah beberapa kali beli di toko ini tidak pernah salah kirim ataupun ada yang kurang
Juga cepat..
Pertahanan kan ya service nya
Toko yang sangat rekomended",2023-03-06 11:39:52,miband
y*****e,5,"Fitur Terbaik:hampir gada beda dgn strap asli

Warna strapnya bagus poll.. dan klo dibandingkan dgn yg asli tuh sama bgt asli. Puas bgt beli strap disini.. bisa ganti2 warna jadinya",2022-07-02 15:54:41,miband
arieljyap,5,"Fitur Terbaik:Bagus, tidak mengecewakan
Sepadan dengan Harga:Banget

Barangnya bagus dan kualitasnya juga bagus, bagi yang takut ataupun ragu, jangan khawatir saya juga sebelumnya ragu membeli strap ditoko online, tapi yang ini tidak mengecewakan. Bagus sekali",2022-12-18 14:03:18,miband
merry.hendrita,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:sesuai

Bagus bahannya lumayan tebal & lentur",2023-09-09 02:23:06,miband
ilhamari07,5,"Warna:hitam
Ukuran:pas dngan mi band 4
Kualitas Bahan:ga jauh sama ori nya beda sedikit

Makasih banyak buat toko sama kurir nya mantap sekali pesanan sudah saya terima dngan baik mantap poko nya langsung d pake",2024-05-26 20:07:02,miband
efraimrudolf,5,"Warna:Baik
Ukuran:Pas
Kualitas Bahan:Baik

Pesanan sesuai dengan spesifikasi dan produk sangat baik kualitas nya meskipun harga nya murah. Very recommended seller!!!",2024-06-28 03:30:52,miband
b*****3,5,"Fitur Terbaik:Strap mi band
Sepadan dengan Harga:Sepadan

Barang sudah sampai dengan selamat dan sudah dicoba sesuai dengan harapan dan berfungsi dengan baik dan semoga awet barangnya recommended buat seller semoga lancar jualannya dan berkah salam sehat selalu terima kasih.",2022-11-02 00:35:06,miband
westri.sawes,5,"Sepadan dengan Harga:murah
Fitur Terbaik:bahan bagus

Warnanya bagus hunter, pas di mi band 3 trus ada bonus pilih yg warna pink cantik thanks seller",2022-10-02 03:35:13,miband
s*****_,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah

Bagus bgt, jamku jadi kaya baru tampilannya. Lumayan buat gonta ganti, jadi mau koleksi semua warna😍",2023-04-06 14:43:30,miband
sumaryani,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah

Bagus sekali sesuai dengan harganya
Terima kasih shopee
Terima kasih Abang kurir 
Terima kasih seller 
Sudah pembelian ke 3kali nya",2024-03-24 06:16:27,miband
z*****1,5,"Warna:bagus dan sesuai
Ukuran:cocok
Kualitas Bahan:tebal

Bahannya tebal dan lentur, warnanya juga sesuai pesanan,bagus2 warnanya sampe bingung milihnya,pengiriman juga cepet,next order lagi disini",2024-10-11 11:11:14,miband
i*****h,5,"Sepadan dengan Harga:iya
Fitur Terbaik:bahan

Ternyata bagus, harga murah tp gak murahan. Nyesel ngga beli banyak huhu
Recomended!",2023-02-06 01:21:51,miband
a*****a,5,"Warna:sesuai gambar
Ukuran:cocok
Kualitas Bahan:mantap

Barang sampai dengan selamat pengirimannya cepat harganya juga cukup murah okelah mantap terima kasih seller",2024-09-09 12:34:00,miband
e*****9,5,"Alhamdulillah barang sampai dengan baik, lucu banget . Sesuai dengan gambar, real pict banget... Warna"" nya lucu... Tiga"" nya benar"" bagus, kurir nya udh langganan jadi. Makasih seller, makasih Kk kurir...
Semoga amanah",2022-01-15 12:44:18,miband
sankazirio,5,"Fitur Terbaik:warna sesuai dengan gambar
Sepadan dengan Harga:harga worthit

Respon penjual dan pengiriman cepat. Warna strap sama gambar sesuai. Mantap",2022-09-12 10:31:32,miband
adryanprama,5,"Fitur Terbaik:baik
Sepadan dengan Harga:baik

Kualitas produk baik produk original kecepatan pengiriman baik packing baik terima kasih",2022-09-11 05:27:02,miband
jessistoreandtasty,5,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Suka cuma yg warna merah kok kyk bukan merah ya tapi unggu tapi ya udh",2022-07-30 00:48:29,miband
c*****i,5,"Admin nya super duper fast respon dan sangaaaaaaat ramaaaaaaaaaaah. Recommended banget pokokny
Dan waktu co aq sempet salah alamat trus minta pembatalan order langsung di batalkan tanpa banyak basa basi. Pokok debest banget",2022-01-22 11:18:02,miband
d*****1,5,"Sepadan dengan Harga:Yes
Fitur Terbaik:Yes

Warna nya lucu, gelang nya cucok, dan harga nya bagus banget, murah dan kualitas bagus dongs...",2024-01-05 04:51:14,miband
rinna.dr,4,"Fitur Terbaik:Bagus siliconnya empuk
Sepadan dengan Harga:Worth it lah

Hai...hai...paketku sudah sampai nih. Strapnya warna sage ini sih. Bagus aku suka. Belum tau karena belum dicoba ke MI nya ya. Semoga keren dipakainya. Makasi seller makasi jg Shopee",2022-12-29 10:17:20,miband
tasya.amumtaz,5,"Sepadan dengan Harga:cukup

Kalau yang kuning ini lebih kecil lubang nya di banding stap ku sebelumnya dan di bandingkan yang pink nylon tapi masih pas dan masih bagus bgt.
Pengiriman cepet sii",2024-01-19 01:48:36,miband
kevinnataniel,5,Produk sangat worth to buy ! Kualitas karet okee banget untuk harga segini,2022-04-12 01:05:16,miband
demart81,5,"Sepadan dengan Harga:Sepadan dengan Harga, murah meriah
Fitur Terbaik:Strapnya cocok untuk Mi Band 6

Seller responsif, pengiriman standar.",2023-04-04 01:17:51,miband
joshuakarunia97,5,"Sepadan dengan Harga:Oke
Fitur Terbaik:Warna

Bagus untuk harga segini. Lebih baik daripada harga2 diatasnya. Kualitasnya oke sih. Mantap",2024-05-15 02:38:36,miband
e*****w,5,"Fitur Terbaik:sangat bagus dan baik
Sepadan dengan Harga:kualitas terbaik harga murah tpi ngk murahan

Sangat bagus dan ccok... Bahan lembut lentur jugaa",2022-10-15 00:28:36,miband
raydes23,5,"Fitur Terbaik:keren

Barang bagus kualitas oke harga jg bersaing ...semoga enak dan nyaman dipakai..mksh",2022-08-26 10:56:20,miband
yessimeyhana,5,"Sepadan dengan Harga:Murce tp kualitas Oke

Beli hari ini besok nya pagi2  langsung sampe woy gila sih ini cepet bgt, pertama kali beli barang sekilat itu pdhl Gratis Ongkir. Dan warna nya emg bagus2 sih kualitas jg oke, cuman ungu nya aku krg suka ungu tua, overall GOOD. Thankyou yaa 🤍🙏",2022-07-23 12:25:23,miband
m*****i,5,"Warna:sesuai variasi yang diinginkan
Ukuran:sesuai ekspektasi
Kualitas Bahan:ok

Sudah sering beli model ini. Warna lain hanya untuk cadangan kalau sewaktu sudah rusak bisa menggantikan. Jadi tidak copot pakai atau gonta ganti warna.",2024-10-09 09:32:06,miband
ellapelupessy,5,Bagus. Warnanya seger - seger. Strip nya lebih kecil sedikit dari yang ori. Tpi overall bagus.,2022-03-04 05:13:21,miband
m*****3,5,"Warna:Bagus sesuai gambar
Ukuran:Pas
Kualitas Bahan:Tebal

Barang sampai dengan aman, dan bagus, mudah2an awet",2024-07-04 06:28:43,miband
f*****o,5,"Sepadan dengan Harga:Ya
Fitur Terbaik:Pas di band nya

Pengiriman cepat, kualitas baik, pas di band nya, dan warna sesuai gambar. Thank you!",2024-02-18 12:42:50,miband
viobree,5,"Respon cukup cepat. Packing juga aman. Dengan harga murah segitu, kualitas cukup bagus. Warnanya juga cukup tajam, seperti gambarnya. Makasih seller 🙏🏻",2024-06-19 09:02:38,miband
noviastephanie,5,Thankyou harganya murmer kualitas oke warna bagus. Cepet sampai juga,2022-06-08 05:12:58,miband
dixietasiam,5,Warna sesuai pesanan. Cepet pengiriman. Yg terpenting Mi Band 4 yang udah 5 tahun usianya ternyata masih berfungsi. Masih bisa dicharge  walau dah 0 persen baterai dalam laci. Sip lah Xiaomi.,2024-10-09 11:47:04,miband
n*****x,5,"Warna:sesuai
Ukuran:cocok
Kualitas Bahan:bagus

Mantap sekali, sudah langganan dan memang barangnya awet, murah, cocok banget deh
Pengiriman cepat, seller juga cepat makasih",2024-11-07 12:31:00,miband
thie24,5,Barang datang dengan kualitas sangat baik. Owner responya cepat disaat dibilang saya butuh cepat2 langsung dikirim besoknya. Pengiriman juga cepat. Terima kasih banyak,2022-01-28 23:11:46,miband
josua1205,5,"Barang realpick...
Jangan ragu untuk beli di sini benar-benar puas deh sesuai dengan deskripsi..
Respon toko cepat dan barang lebih cepat sampai sebelum tanggal yang di tentukan..
Sukses buat tokonya...",2022-03-12 14:33:13,miband
a*****a,5,"Fitur Terbaik:Starp nya lentur
Sepadan dengan Harga:Sepadan

Warna nya Sesuai, free nya juga bagus, strap nya lentur, keseluruhan oke banget. Tq Seller, Tq Shopee.",2023-02-03 09:46:56,miband
a*****9,5,"Fitur Terbaik:bagus bgt si parah cocok bgt harga segini wo bgi mang ahha nakeh bakus

Bsk mau di wa aku, konco e"" lu mau ada yg mau di wa aja?Jdi, aku yg di rumah nya yg aku ada nya? Bd mah k k? Hs aja gk di bls""",2022-07-05 11:18:57,miband
shin.channn,5,"Fitur Terbaik:materiat karet
Sepadan dengan Harga:bagus

Worth parah beli banyak buat gonta ganti hihi🙏🏻🫶🏼 pengiriman vepat admin fast respon",2022-07-09 01:38:23,miband
j*****6,5,"Fitur Terbaik:warnanya bagus dan sesuai listing, banyak varian warna juga di toko ini
Sepadan dengan Harga:sepadan",2022-08-04 05:51:51,miband
k*****m,5,"Fitur Terbaik:bagus bgt
Sepadan dengan Harga:worth it to buy bgt

Sumpah ga Rugi beli banyak,,warna bagus,,harga murmer,,pokoknya suka banget,,,jd pengen beliin buat orang tersayang",2023-08-26 14:11:15,miband
d*****a,5,"Warna:hitam, merah, biru
Ukuran:pas
Kualitas Bahan:oke

Produk original, kualitas produk sangat baik, harga produk sangat baik, kecepatan pengiriman sangat baik, respons penjual sangat baik",2024-06-08 15:08:24,miband
